ProdId,Description,GHG Emission (g),Weight (g),GHG Emission (Kg) / 100g
R-60979,TRUCK|Chips Salsa Queso|SIDE,601.755154107604,390.0,0.1542961933609241
R-60549,TRUCK|Feature Fish Taco|2pc,2529.1928936727054,185.2,1.3656549101904458
R-55819,TRUCK|Fish & Chips|2pc,1146.250632924457,466.0,0.24597653067048433
R-56513,TRUCK|Folded Chicken Bacon csr,2358.614246516495,145.00000056000002,1.6266305085568025
R-60569,TRUCK|GrilledCheese|Bacon Avo,1557.6255310420888,152.00000056000002,1.0247536350680715
R-60558,TRUCK|Grl Cheese & Tom Soup|,1968.930516991165,533.00000056,0.36940534989165014
R-60550,TRUCK|Mac & Cheese,1525.4334333174875,430.0,0.354751961236625
R-61338,TRUCK|Philly Cheese Steak,3972.8994650297755,185.25000028,2.144615092591014
R-60551,TRUCK|Pulled Pork|add on,1469.9055013945328,90.0,1.6332283348828143
R-44931,TRUCK|Salmon Burger & Fries,1396.2284315107347,296.0,0.4716987944293023
R-35651,TRUCK|Tomato Soup,411.30498594907607,381.0,0.10795406455356327
R-56955,TRUCK|West Coast Chowder ,783.0185434509525,361.0,0.2169026436152223
R-44319,FLX|Side Quinoa Tabouleh Salad,129.84954720579398,105.0,0.12366623543408951
R-54174,GLB|Beef Rendang,6669.330783105674,379.0,1.7597178847244523
R-36078,GLB|Beef Vindaloo,5567.6685234634615,543.0,1.0253533192382065
R-35896,GLB|Bowl|Havana,1148.8311149837336,420.0,0.27353121785326995
R-59582,GLB|Bowl|Havana|Tofu,805.113387100597,420.0,0.19169366359538026
R-35900,GLB|Bowl|Latino,519.1607975905323,400.0,0.1297901993976331
R-56895,GLB|Brussel Sprout Pasta,789.210265555015,417.0,0.1892590564880132
R-32750,GLB|Chicken Adobo,1479.1320946936894,443.0,0.33388986336200666
R-29391,GLB|Chicken Kung Pao,946.7763843767889,462.0,0.2049299533283093
R-56827,GLB|Chickpea Vindaloo,601.3672643770146,593.0,0.1014110057971357
R-45419,GLB|Dan Dan Noodle|Pork,1146.0526556616855,400.0,0.28651316391542136
R-44866,GLB|Dan Dan Noodle|Tofu,477.87706713484226,400.0,0.11946926678371056
R-44362,GLB|Fried Cauliflower Bowl,664.176740357096,407.0,0.1631883882941268
R-56835,GLB|Ginger Beef,1622.9557673598672,390.0,0.41614250445124806
R-56993,GLB|Jambalaya,1127.2436307435698,322.0,0.35007566172160554
R-45426,GLB|Massaman Curry|Beef,3916.7952443534077,350.0,1.119084355529545
R-50007,GLB|Pasta|Beef Stroganoff,7908.86475228851,516.0,1.532725727187696
R-50501,GLB|Pasta|WestCoastSpaghetti,1605.177558939663,425.5,0.37724501972730035
R-56893,GLB|Short Rib Pappardelle,3268.700474456465,478.0,0.68382855114152
R-37093,GLB|Spaghetti & Meatballs,6650.010882624717,592.0,1.1233126490920131
R-51195,GLB|Sweet & Sour Pork,1541.2525940763776,450.0,0.3425005764614173
R-33532,GLB|Sweet Chili Chicken,819.4902601993051,420.5,0.19488472299626758
R-50700,GLB|Teriyaki Tofu Bowl,735.7255034712067,549.0,0.13401193141552034
R-61691,GLB|Tofu Jambalaya,292.31322565621167,322.0,0.09078050486217755
R-27275,VEG|Bowl|Black Bean Breakfast,734.5204055672456,334.1,0.21985046559929527
R-43738,VEG|BOWL|Dobanjiang Noodle ,485.4778458224705,300.0,0.1618259486074902
R-36666,VEG|Bowl|Five Alarm,1050.1798101000547,384.0,0.2734843255468893
R-35341,VEG|Bowl|Polenta,869.6326399206018,276.0,0.31508428982630504
R-61110,VEG|Bowl|Spicy Tofu,895.6112335954003,448.0,0.19991322178468757
R-55116,VEG|Breakfast Chilaquiles,982.8179397226986,471.0,0.20866622924048803
R-53342,VEG|Falafel Bowl,483.7548734361135,376.5,0.12848735018223467
R-56637,VEG|French Toast|Eggnog,612.3073622678397,197.5,0.310029044186248
R-56451,VEG|FrenchToast|Corn Flake,734.0861940860215,247.5,0.29660048245899856
R-50526,VEG|FrenchToast|PeachCompote,695.0126740860215,257.5,0.26990783459651324
R-48488,VEG|Huevos Rancheros,490.74298068167485,108.0,0.4543916487793286
R-48632,VEG|HuevosRancheros|2 serv,981.4859613633497,216.0,0.4543916487793286
R-55117,VEG|Oats|BananaAlmond Overnite,645.4986357134063,330.0,0.19560564718588072
R-56966,VEG|Oats|Steel Cut|Maple Apple,391.9030538461538,300.0,0.13063435128205128
R-57345,VEG|Oats|Steel Cut|Spicd Pmpkn,426.411755387931,295.0,0.1445463577586207
R-56959,VEG|Oats|Steel Cut|Strawberry,390.7473654740608,286.0,0.13662495296295832
R-56697,VEG|Omelet|Asparagus,848.7242591836734,261.0,0.3251817084994918
R-56696,VEG|Omelet|Mushroom Pesto,1093.7158216780203,300.0,0.36457194055934017
R-50555,VEG|Omelet|Spinach Goat Cheese,947.9291041112098,274.0,0.3459595270478868
R-56509,VEG|Quesadilla|Breakfast,1527.1157881110018,326.0,0.4684404258009208
R-61733,VEG|Quiche|Asparagus,605.4592922789116,181.5,0.3335863869305298
R-61732,VEG|Quiche|Leek & Ricotta,692.199894266224,196.5,0.3522645772347196
R-56688,VEG|Shakshuka,722.5505859756958,485.00001088000175,0.14897949892097395
R-27273,VEG|Toast|OK Avocado,159.02302579190584,165.6,0.09602839721733444
R-50800,VEG|TOAST|Ricotta Butternut,478.601609893033,135.5,0.3532115202162605
R-56510,VEG|Toast|Southwest Avocado,158.8886879099544,137.5,0.11555540938905774
R-56511,VEG|Toast|Westcoast Avocado,172.75576485633917,105.5,0.16374954014818877
R-37170,CST|Beef ,4013.2793609563046,599.0,0.6699965544167454
R-37171,CST|Chicken,966.9644435711011,599.0,0.16142979024559287
R-51828,CST|Fried Rice Friday|Meat,2086.4688557944405,753.0,0.27708749744946093
R-51276,CST|Fried Rice Friday|No Meat,965.4357194891712,683.0,0.14135222832930766
R-37172,CST|Salmon,1027.947610956305,599.0,0.1716106195252596
R-61698,CST|SAUCE|Curry Red,233.56843763999998,60.0,0.3892807294
R-61696,CST|SAUCE|Gochujang,28.865472000000004,60.0,0.04810912000000001
R-51942,CST|SAUCE|Green Onion Ginger,24.067170705240713,60.0,0.04011195117540119
R-61692,CST|SAUCE|Green Thai Curry,234.5160264,60.0,0.390860044
R-59573,CST|SAUCE|Kung Pao,63.99576479166667,60.0,0.10665960798611113
R-58390,CST|SAUCE|Lemon Sesame,35.72418413466042,60.0,0.0595403068911007
R-61695,CST|SAUCE|Spicy Korean BBQ,24.460608450000006,60.0,0.040767680750000014
R-55488,CST|SAUCE|Sweet Chili,48.471392640000005,60.0,0.08078565440000002
R-61694,CST|SAUCE|Tamarind,60.32351999999999,60.0,0.1005392
R-45371,CST|SAUCE|Teriyaki,25.432641789072374,60.0,0.042387736315120626
R-61693,CST|SAUCE|Thai Basil Lime,56.31191228070174,60.0,0.09385318713450291
R-61697,CST|SAUCE|Thai Cashew,174.3082884900596,60.0,0.2905138141500993
R-57402,CST|SAUCE|Yellow Curry,194.60959058181817,60.0,0.3243493176363636
R-37173,CST|Tofu,647.9508609563052,599.0,0.10817209698769703
R-28301,CST|Veg Only,498.8438609563051,514.0,0.09705133481640177
R-40736,DIM SUM|Beef Balls (3),0.0,3.0,0.0
R-52602,DIM SUM|Bun|BBQ Pork (1),0.0,1.0,0.0
R-52899,DIM SUM|Bun|Chicken (1),0.0,1.0,0.0
R-55834,DIM SUM|Bun|Vegetable (1),0.0,1.0,0.0
R-49029,DIM SUM|Dumplings (3),0.0,3.0,0.0
R-44499,DIM SUM|Egg Roll Veg (1),0.0,1.0,0.0
R-58264,DIM SUM|Pork Gyoza (3),0.0,61.55553,0.0
R-29283,DIM SUM|Shrimp & Pork Siu Mai,0.0,9.87205,0.0
R-29284,DIM SUM|Shrimp Ha Gow,0.0,2.9800000000000004,0.0
R-29282,DIM SUM|Vegetable Gyoza (3),0.0,61.55553,0.0
R-52601,DIM SUM|Wrap Sticky Rice (1),2.5345,1.0,0.25345
R-61509,SIDE|Mexican Corn,323.07560670531154,1.0,32.30756067053115
R-47416,SIDE|Salsa Guac Queso & Chips,824.6343379942518,330.0,0.24988919333159149
R-47422,SQR|Chicken Quesadilla,1496.3028231721921,291.0,0.5141934100248083
R-57814,SQR|Chicken Quesadilla +1,1714.7935863333787,381.5,0.4494871785932841
R-61680,SQR|Chicken Quesadilla +2,2288.6485586831604,547.0,0.41840010213586115
R-56885,SQR|Dahl & Cauliflower Rice,329.2498324853909,319.0,0.103213113631784
R-58657,SQR|Dahl & Cauliflower Rice+1,465.8713134474848,429.0,0.10859471175932048
R-62022,SQR|Dahl & Cauliflower Rice+2,653.3106927801263,584.0,0.11186826931166546
R-56888,SQR|Korean Short Rib,6595.241251992462,145.0,4.548442242753422
R-56889,SQR|Korean Short Rib + 1,6761.657822493344,290.0,2.33160614568736
R-57226,SQR|Korean Short Rib +2,6928.0743929942255,435.0,1.5926607799986727
R-56822,SQR|Korean Spinach,118.16054400000002,120.0,0.09846712000000002
R-51468,SQR|Tandoori Chicken Leg +1,1854.3124029286435,505.5,0.36682737941219457
R-42368,SQR|Tandoori Chicken Leg +2,2039.574807548705,606.0,0.3365634995954959
R-51467,SQR|Tandoori Chicken Leg 225g,1454.3774013068182,235.0,0.6188840005560928
R-47424,SQR|Tofu Sofrito Quesadilla,1052.9769021609607,236.0,0.4461766534580342
R-57815,SQR|Tofu Sofrito Quesadilla +1,1271.4676653221472,326.5,0.38942348095624724
R-61679,SQR|Tofu Sofrito Quesadilla +2,1845.322637671929,492.0,0.3750655767625872
R-56902,SQR|Vegan Lettuce Wrap,633.4873103521647,251.0,0.2523853826104242
R-57810,SQR|Vegan Lettuce Wrap +1,799.9038808530466,396.0,0.20199592950834513
R-57811,SQR|Vegan Lettuce Wrap +2,966.3204513539285,541.0,0.17861745866061526
